sample	tSNE1	tSNE2	ER_label
20c90e97-e900-488e-af6a-6648d9a8bb01	0.28336519361420087	10.699150289173158	ER+
0a2fa7c7-0810-4d65-b16c-4a1792714802	-12.359698328654039	-11.643403877373384	ER+
30f32969-5278-4066-bb82-7400cdce8807	-10.791070292213908	-7.480257978334113	ER+
f9e194a1-e5c1-4a1a-840b-4e0246640d09	9.590557218371053	2.794793450283108	ER+
2a9ed6f1-3f93-43cf-9e47-6690781e1009	-8.613072470867458	37.96606388352529	ER+
6203b63e-6d3f-4399-b524-9573a9bd1e11	-5.9850217331487565	14.222348258170323	ER+
db138158-49e4-46b2-8ba6-4a72ff418216	6.412408379804576	-4.329803521094034	ER+
27cf9f15-9e74-462c-b999-980740829e18	-8.366673872211425	-5.888764825657204	ER+
3420e4dd-879a-44f0-b7bb-5cdd8bd5401a	-9.621341396623038	2.9133412759229707	ER+
41c86eb6-00e3-4ef9-b4ab-165e97513825	0.14731218387659464	16.034805647622353	ER−
6cf498ba-46d9-451f-b65a-e649964e5d25	0.1102715173728181	34.41428460175608	ER−
052f5358-94f2-44f2-b52b-a79068eb032f	21.34676642423698	-20.639783300379715	ER+
21499138-ef9c-4909-92e0-ecb1dff67431	8.837569205766222	-24.88146807434898	ER+
3d4d1fa7-da4f-44cd-aa52-b8963cd61f31	-8.971482843654023	37.178155590157665	ER−
208eb3f1-6bc7-401c-a8d8-3ab793b39d34	-4.712572135260685	-0.0641968403883367	ER+
64ba791a-c418-4507-bf64-b4b473c78834	-5.03186222654008	-6.450756769145772	ER+
6a6420f7-3618-4d8e-b4c2-d6e6eddcda39	5.820689564667476	3.9923462815008306	ER+
3738df37-7bd7-4b3b-a4bb-4aca77a4573a	-4.249629949991886	-10.252931413341637	ER+
e0435ff5-5847-48f4-9f7b-40da5ab52e3e	18.213270224630843	-17.790272023613287	ER+
826a2901-1c17-44a4-84a5-bc6f54d10a3f	-10.749565084413332	1.6248013030980804	ER+
421e2607-50fa-4260-bd10-c37fcb7d063f	-1.3388235437637104	16.155998399344607	ER−
3508f4b0-1ada-4937-b924-424ac2596341	5.177293066854564	-22.506161790637936	ER+
a86d241d-fe25-40b7-a61c-b919d30fa545	-9.290159107179658	-2.027468962540893	ER+
2b231d54-66bc-4f57-bd7d-944f5460cb48	-7.168991710537537	37.8741630627153	ER−
d5bf82b7-7508-4773-a104-cff25a557149	9.403997068897892	7.98708479602751	ER+
b79c0636-2e0f-4639-9084-b6ecbc64414a	18.319893576455087	-15.946521624255846	ER+
a48d1663-22e8-4f98-af8a-53ececfa5f4c	0.4915955677364399	15.246634626208364	ER−
c90142d8-f939-4fea-bc48-073d2814f54e	-10.962907634990216	40.39210414917464	ER−
3ddaa477-d3c0-4df0-8c22-99c41e0b3d53	2.072935502401465	0.9427953141417902	ER+
74707daa-fe40-4d28-ad49-0d1c5465c253	-12.674581945189232	-5.364433597338259	ER+
2a131c31-6c59-457a-8926-f88ac5c57f54	-13.706583983846961	-0.8930791044666214	ER+
2356b998-0930-403f-9b04-57a18a150955	13.632602803335457	-11.32582605040806	ER+
842b272a-9f51-4919-b7c1-a16a2f410b57	7.967035092420063	-25.57473381035862	ER+
dbfa1780-4558-436a-a434-05dafd0f675a	12.68071035829127	-4.992157581663726	ER+
f69372c0-9da5-469c-ba81-e5b3da5e605c	0.2981298653591965	33.01324708205502	ER−
1302a36d-ea6d-4909-bac2-a90e0c03d062	19.963945762954733	-9.589697575117441	ER+
c771527f-a09e-4173-8eb9-8dce3882476a	-5.9498188740110916	-6.324799513040568	ER+
67d1ea12-766f-4eb9-af7e-4545975b076c	7.195615725961004	-8.045697248630278	ER+
52bc932e-fe9b-49ff-8584-2f92e61d5871	-8.652439941690352	43.68003943938561	ER−
de32121c-b7f5-4a94-9977-8f4b2d3be976	9.660719425522933	-14.147318867673263	ER+
524bbb0c-e6af-47a6-b274-f58bb1dd4c76	-12.105280396909812	-4.17133370213366	ER+
458922b4-db70-459b-8696-f8dd7b373a77	-14.089225427773666	-3.9326021213219624	ER+
d8dcd080-5bb7-4723-8714-443eb8b07477	1.8244139944349136	0.3194475780488014	ER+
d61f0d8d-c549-42d6-bc35-5488cf231d7a	6.982982044801569	-1.526990848181501	ER+
e65d0b66-b1d6-40e2-916e-990522ad7e7b	-11.754458411123828	-6.667064068915839	ER+
9a4eaf94-a637-4054-9792-6ca42294bc7b	7.337149087902606	-14.50189855377829	ER+
e898dc9e-5ca7-4092-b6c2-4c541c4b767c	6.234190796017583	-11.01154956095945	ER+
9f992be8-400e-4230-ac42-e5483b4a5f7f	-8.330197021837028	40.95986033116674	ER−
84314004-2ee2-4aa9-b9de-b6ef7db3fe82	-8.207629806887683	-22.020581850134825	ER+
c0dc6757-e0cd-4615-9543-a348500aae84	2.3404274738214523	-27.62572625340117	ER+
c653aad5-59c7-458a-8ea7-9295a2aac884	0.7847295358953672	-12.911950296227348	ER+
4cad9ca3-d09d-4576-b41c-24144db97385	10.312224246136315	-16.62428512629772	ER+
c25b6919-5dc7-4a8a-97b0-8ee5128b868a	-5.71985490085411	35.063995862335176	ER+
5bd57419-1f9b-4535-9fe6-e155d2d8228d	22.573127915984358	-17.775836308867714	ER+
14bebdf5-7509-4c8b-a944-aed580dffc93	13.11846024654346	-19.941587483296523	ER+
fb7499a6-0519-4d8a-b424-86c5cf382195	20.700050722357386	-14.343262974651823	ER+
b42e31da-9804-498f-8b1a-6a550ac9b897	-7.958856349722164	-1.5448109458722754	ER+
9ad28303-1b3d-486e-a72b-15d27d71cf9a	-1.592616663506242	-23.361285333190313	ER+
4ff799d9-202c-4f5a-bd58-495a23b3c39c	-13.318581433744567	-11.445538445615597	ER+
8751d026-849b-44ed-933b-fd9b80de329e	-3.9192538316194283	-16.938163133137913	ER+
