sample	tSNE1	tSNE2	ER_label
20c90e97-e900-488e-af6a-6648d9a8bb01	-11.680467768044407	11.727666072569281	ER+
0a2fa7c7-0810-4d65-b16c-4a1792714802	0.23472806892526654	-11.22632009363448	ER+
30f32969-5278-4066-bb82-7400cdce8807	4.430840699538231	-3.032824817918303	ER+
f9e194a1-e5c1-4a1a-840b-4e0246640d09	-6.272051990633283	7.586654347922764	ER+
2a9ed6f1-3f93-43cf-9e47-6690781e1009	-42.79128725447884	5.640581236205577	ER+
6203b63e-6d3f-4399-b524-9573a9bd1e11	12.182674690309177	-19.613119649391148	ER+
db138158-49e4-46b2-8ba6-4a72ff418216	16.666572329217853	3.4538847092564358	ER+
27cf9f15-9e74-462c-b999-980740829e18	6.040343388711196	-7.1452927995569855	ER+
3420e4dd-879a-44f0-b7bb-5cdd8bd5401a	-7.407713545049581	1.6292925260416466	ER+
41c86eb6-00e3-4ef9-b4ab-165e97513825	-16.76840188112191	8.531726584583712	ER−
6cf498ba-46d9-451f-b65a-e649964e5d25	-34.01261179374051	2.1049346167017395	ER−
052f5358-94f2-44f2-b52b-a79068eb032f	28.311330787254104	-6.893659172852586	ER+
21499138-ef9c-4909-92e0-ecb1dff67431	19.45836474551103	-11.92308913419609	ER+
3d4d1fa7-da4f-44cd-aa52-b8963cd61f31	-43.86081248477165	4.637138047153372	ER−
208eb3f1-6bc7-401c-a8d8-3ab793b39d34	-9.172510627947668	-4.615669717653654	ER+
64ba791a-c418-4507-bf64-b4b473c78834	9.68759741046532	-4.489341059990265	ER+
6a6420f7-3618-4d8e-b4c2-d6e6eddcda39	1.1702238962917735	9.844667385773628	ER+
3738df37-7bd7-4b3b-a4bb-4aca77a4573a	10.401511950666603	-3.4395492571099355	ER+
e0435ff5-5847-48f4-9f7b-40da5ab52e3e	29.930725154484627	6.9963532867703355	ER+
826a2901-1c17-44a4-84a5-bc6f54d10a3f	-7.0459474752741205	0.5834887910618209	ER+
421e2607-50fa-4260-bd10-c37fcb7d063f	-14.415936898805535	10.87673931630961	ER−
3508f4b0-1ada-4937-b924-424ac2596341	12.31015476471597	-10.831599258694734	ER+
a86d241d-fe25-40b7-a61c-b919d30fa545	2.011039880511615	-2.585584487253128	ER+
2b231d54-66bc-4f57-bd7d-944f5460cb48	-38.69053718521322	2.1634265147913894	ER−
d5bf82b7-7508-4773-a104-cff25a557149	9.932301320897944	-16.59499391337811	ER+
b79c0636-2e0f-4639-9084-b6ecbc64414a	30.445771019269397	-4.067260545832102	ER+
a48d1663-22e8-4f98-af8a-53ececfa5f4c	-16.876419549143062	8.768856588403155	ER−
c90142d8-f939-4fea-bc48-073d2814f54e	-46.523787230972665	4.062828161372647	ER−
3ddaa477-d3c0-4df0-8c22-99c41e0b3d53	0.8871292505526186	7.85514141301962	ER+
74707daa-fe40-4d28-ad49-0d1c5465c253	-5.317413209456102	-5.426942254092359	ER+
2a131c31-6c59-457a-8926-f88ac5c57f54	-7.009897357324049	2.0162856885275353	ER+
2356b998-0930-403f-9b04-57a18a150955	13.292056816516265	4.294943296319297	ER+
842b272a-9f51-4919-b7c1-a16a2f410b57	20.93828612551819	-9.132535268494378	ER+
